frame_number,src_mac,dst_mac,eth_type,src_ip,dst_ip,ip_proto,ip_ttl,src_port,dst_port,tcp_flags,packet_time,packet_length,packet_summary,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y
242,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.376295,2962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]"
242,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.376295,2962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]"
242,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.376295,2962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]"
242,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.376295,2962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=221837 Ack=26 Win=5888 Len=2896 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]"
243,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.376308,1514,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]
243,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.376308,1514,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]
243,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.376308,1514,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]
243,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.376308,1514,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,55342 → 631 [ACK] Seq=224733 Ack=26 Win=5888 Len=1448 TSval=7074481 TSecr=5827879 [TCP segment of a reassembled PDU]
244,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.380974,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481
244,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.380974,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481
244,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.380974,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481
244,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.380974,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=226181 Win=4416 Len=0 TSval=5827879 TSecr=7074481
245,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.381032,1339,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,IPP,IPP Request (Print-Job),IPP,IPP Request (Print-Job),IPP,IPP Request (Print-Job),IPP,IPP Request (Print-Job)
245,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.381032,1339,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,IPP,IPP Request (Print-Job),IPP,IPP Request (Print-Job),IPP,IPP Request (Print-Job)
245,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.381032,1339,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,IPP,IPP Request (Print-Job),IPP,IPP Request (Print-Job)
245,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953939.381032,1339,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,IPP,IPP Request (Print-Job)
246,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.387045,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486
246,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.387045,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486
246,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.387045,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486
246,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.387045,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=227454 Win=5840 Len=0 TSval=5827879 TSecr=7074486
247,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.390351,210,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU],TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU],TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU],TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]
247,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.390351,210,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU],TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU],TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]
247,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.390351,210,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,,,TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU],TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]
247,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.390351,210,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,,,,,TCP,HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]
248,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.429718,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879
248,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.429718,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879
248,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.429718,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,,,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879
248,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.429718,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,,,,,TCP,55342 → 631 [ACK] Seq=227454 Ack=170 Win=6912 Len=0 TSval=7074535 TSecr=5827879
249,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.43046,267,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok)
249,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.43046,267,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok)
249,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.43046,267,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,,,IPP,IPP Response (successful-ok),IPP,IPP Response (successful-ok)
249,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,PA,1210953939.43046,267,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 PA / Raw,,,,,,,IPP,IPP Response (successful-ok)
250,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.430489,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879
250,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.430489,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879
250,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.430489,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,,,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879
250,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953939.430489,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A,,,,,,,TCP,55342 → 631 [ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879
251,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,FA,1210953939.430626,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 FA,TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879",TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879",TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879",TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879"
251,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,FA,1210953939.430626,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 FA,,,TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879",TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879",TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879"
251,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,FA,1210953939.430626,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 FA,,,,,TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879",TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879"
251,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,FA,1210953939.430626,66,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 FA,,,,,,,TCP,"55342 → 631 [FIN, ACK] Seq=227454 Ack=371 Win=8064 Len=0 TSval=7074535 TSecr=5827879"
252,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,S,1210953939.430652,74,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 S,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128
252,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,S,1210953939.430652,74,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 S,,,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128
252,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,S,1210953939.430652,74,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 S,,,,,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128
252,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,S,1210953939.430652,74,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 S,,,,,,,TCP,55343 → 631 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=7074535 TSecr=0 WS=128
253,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.431127,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535
253,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.431127,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535
253,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.431127,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535
253,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953939.431127,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=371 Ack=227455 Win=5840 Len=0 TSval=5827879 TSecr=7074535
254,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55343,SA,1210953939.431407,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55343 SA,TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535",TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535",TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535",TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535"
254,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55343,SA,1210953939.431407,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55343 SA,,,TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535",TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535",TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535"
254,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55343,SA,1210953939.431407,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55343 SA,,,,,TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535",TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535"
254,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55343,SA,1210953939.431407,74,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55343 SA,,,,,,,TCP,"631 → 55343 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=1 TSval=5827879 TSecr=7074535"
255,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,A,1210953939.431417,66,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 A,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879
255,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,A,1210953939.431417,66,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 A,,,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879
255,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,A,1210953939.431417,66,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 A,,,,,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879
255,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55343,631,A,1210953939.431417,66,Ether / IP / TCP 10.10.10.49:55343 > 10.10.10.251:631 A,,,,,,,TCP,55343 → 631 [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSval=7074536 TSecr=5827879
